meal_id,restaurant_id,name,ingredients,category,price,expiry,discount,tags,description
m172,r39,Meal 172,"lettuce,cheese,onion",main,185.11,2026-04-13T20:35:25.045752,0,glutenfree,Delicious glutenfree meal with lettuce cheese onion.
m173,r66,Meal 173,"fish,garlic,onion",dessert,83.98,2026-04-17T22:35:25.045773,0,"lowcal,vegetarian",Delicious lowcal vegetarian meal with fish garlic onion.
m174,r65,Meal 174,"egg,garlic,fish",starter,171.72,2026-04-14T12:35:25.045817,0,vegetarian,Delicious vegetarian meal with egg garlic fish.
m175,r11,Meal 175,"onion,fish,garlic",dessert,81.44,2026-04-16T21:35:25.045842,0,"seafood,dessert",Delicious seafood dessert meal with onion fish garlic.
m176,r28,Meal 176,"egg,onion,cheese",main,98.08,2026-04-18T05:35:25.045863,0,vegetarian,Delicious vegetarian meal with egg onion cheese.
m177,r1,Meal 177,"rice,garlic,fish",drink,176.38,2026-04-16T00:35:25.045885,1,"vegetarian,vegan",Delicious vegetarian vegan meal with rice garlic fish.
m178,r39,Meal 178,"cheese,beef,rice",main,54.34,2026-04-14T07:35:25.045915,0,"dessert,lowcal,kidfriendly",Delicious dessert lowcal kidfriendly meal with cheese beef rice.
m179,r25,Meal 179,"fish,garlic,rice",starter,98.44,2026-04-17T01:35:25.045937,0,halal,Delicious halal meal with fish garlic rice.
m180,r12,Meal 180,"fish,lettuce,chicken",starter,182.43,2026-04-14T04:35:25.045957,1,"kidfriendly,spicy",Delicious kidfriendly spicy meal with fish lettuce chicken.
m181,r63,Meal 181,"onion,tomato,garlic",drink,29.17,2026-04-15T03:35:25.045979,0,"vegan,kidfriendly",Delicious vegan kidfriendly meal with onion tomato garlic.
m182,r14,Meal 182,"fish,onion,garlic",dessert,26.66,2026-04-17T11:35:25.046002,1,"lowcal,glutenfree,kidfriendly",Delicious lowcal glutenfree kidfriendly meal with fish onion garlic.
m183,r63,Meal 183,"chicken,potato,egg",dessert,119.59,2026-04-15T20:35:25.046025,0,"kidfriendly,halal,dessert",Delicious kidfriendly halal dessert meal with chicken potato egg.
m184,r54,Meal 184,"onion,garlic,bread",drink,23.75,2026-04-15T23:35:25.046047,0,"vegetarian,kidfriendly",Delicious vegetarian kidfriendly meal with onion garlic bread.
m185,r25,Meal 185,"tomato,potato,egg",dessert,185.91,2026-04-16T17:35:25.046068,1,"dessert,kidfriendly",Delicious dessert kidfriendly meal with tomato potato egg.
m186,r17,Meal 186,"garlic,egg,bread",drink,163.96,2026-04-17T19:35:25.046091,0,"lowcal,glutenfree",Delicious lowcal glutenfree meal with garlic egg bread.
m187,r80,Meal 187,"egg,beef,fish",starter,55.91,2026-04-14T06:35:25.046112,1,seafood,Delicious seafood meal with egg beef fish.
m188,r13,Meal 188,"tomato,egg,potato",main,84.58,2026-04-13T20:35:25.046134,0,"kidfriendly,seafood",Delicious kidfriendly seafood meal with tomato egg potato.
m189,r46,Meal 189,"potato,chicken,beef",drink,40.51,2026-04-15T09:35:25.046155,0,"spicy,glutenfree,lowcal",Delicious spicy glutenfree lowcal meal with potato chicken beef.
m190,r16,Meal 190,"bread,egg,chicken",dessert,181.34,2026-04-17T16:35:25.046177,0,"halal,kidfriendly,spicy",Delicious halal kidfriendly spicy meal with bread egg chicken.
m191,r7,Meal 191,"beef,onion,garlic",main,168.25,2026-04-17T18:35:25.046202,0,"kidfriendly,vegetarian",Delicious kidfriendly vegetarian meal with beef onion garlic.
m192,r65,Meal 192,"garlic,beef,tomato",dessert,48.27,2026-04-18T10:35:25.046224,0,spicy,Delicious spicy meal with garlic beef tomato.
m193,r57,Meal 193,"garlic,bread,egg",starter,42.14,2026-04-17T22:35:25.046246,0,"kidfriendly,vegetarian,glutenfree",Delicious kidfriendly vegetarian glutenfree meal with garlic bread egg.
m194,r57,Meal 194,"fish,bread,cheese",starter,35.34,2026-04-16T06:35:25.046268,0,"vegan,halal",Delicious vegan halal meal with fish bread cheese.
m195,r54,Meal 195,"potato,lettuce,tomato",drink,94.41,2026-04-14T07:35:25.046309,1,"halal,spicy",Delicious halal spicy meal with potato lettuce tomato.
m196,r59,Meal 196,"rice,chicken,potato",main,80.89,2026-04-13T22:35:25.046339,1,"dessert,vegan,halal",Delicious dessert vegan halal meal with rice chicken potato.
m197,r22,Meal 197,"chicken,garlic,rice",main,195.99,2026-04-18T09:35:25.046381,0,"vegan,lowcal",Delicious vegan lowcal meal with chicken garlic rice.
m198,r54,Meal 198,"egg,bread,garlic",dessert,182.04,2026-04-13T15:35:25.046405,0,"glutenfree,seafood",Delicious glutenfree seafood meal with egg bread garlic.
m199,r52,Meal 199,"egg,bread,lettuce",starter,178.58,2026-04-17T17:35:25.046428,0,"halal,kidfriendly",Delicious halal kidfriendly meal with egg bread lettuce.
m200,r5,Meal 200,"egg,rice,potato",dessert,58.47,2026-04-16T11:35:25.046454,0,"dessert,lowcal,glutenfree",Delicious dessert lowcal glutenfree meal with egg rice potato.
m201,r67,Meal 201,"chicken,potato,onion",starter,169.8,2026-04-14T23:35:25.046641,0,"spicy,vegan",Delicious spicy vegan meal with chicken potato onion.
m202,r55,Meal 202,"bread,cheese,potato",main,28.59,2026-04-15T11:35:25.046699,0,"vegetarian,vegan,lowcal",Delicious vegetarian vegan lowcal meal with bread cheese potato.
m203,r58,Meal 203,"bread,tomato,onion",starter,83.06,2026-04-16T14:35:25.046744,0,"vegan,kidfriendly",Delicious vegan kidfriendly meal with bread tomato onion.
m204,r74,Meal 204,"egg,tomato,beef",starter,168.11,2026-04-15T07:35:25.046773,0,"spicy,lowcal,seafood",Delicious spicy lowcal seafood meal with egg tomato beef.
m205,r59,Meal 205,"egg,lettuce,garlic",main,31.19,2026-04-14T00:35:25.046798,0,spicy,Delicious spicy meal with egg lettuce garlic.
m206,r61,Meal 206,"beef,bread,potato",drink,176.96,2026-04-15T17:35:25.046821,1,kidfriendly,Delicious kidfriendly meal with beef bread potato.
m207,r55,Meal 207,"rice,egg,potato",drink,148.01,2026-04-14T06:35:25.046846,0,"kidfriendly,lowcal",Delicious kidfriendly lowcal meal with rice egg potato.
m208,r66,Meal 208,"fish,chicken,rice",dessert,185.91,2026-04-16T13:35:25.046870,0,"vegetarian,halal,kidfriendly",Delicious vegetarian halal kidfriendly meal with fish chicken rice.
m209,r78,Meal 209,"bread,onion,cheese",starter,41.19,2026-04-13T19:35:25.046891,0,"vegetarian,glutenfree",Delicious vegetarian glutenfree meal with bread onion cheese.
m210,r48,Meal 210,"chicken,rice,garlic",drink,28.76,2026-04-17T18:35:25.046911,0,"seafood,kidfriendly",Delicious seafood kidfriendly meal with chicken rice garlic.
m211,r37,Meal 211,"egg,fish,chicken",dessert,32.16,2026-04-14T05:35:25.046933,0,spicy,Delicious spicy meal with egg fish chicken.
m212,r54,Meal 212,"bread,lettuce,fish",starter,157.15,2026-04-18T00:35:25.046957,1,"seafood,kidfriendly",Delicious seafood kidfriendly meal with bread lettuce fish.
m213,r58,Meal 213,"egg,bread,beef",drink,89.7,2026-04-17T20:35:25.046985,1,"kidfriendly,spicy,lowcal",Delicious kidfriendly spicy lowcal meal with egg bread beef.
m214,r44,Meal 214,"cheese,garlic,beef",starter,147.3,2026-04-18T04:35:25.047013,0,"vegan,kidfriendly,dessert",Delicious vegan kidfriendly dessert meal with cheese garlic beef.
m215,r72,Meal 215,"onion,potato,egg",main,192.31,2026-04-17T14:35:25.047037,0,"vegetarian,glutenfree,kidfriendly",Delicious vegetarian glutenfree kidfriendly meal with onion potato egg.
m216,r61,Meal 216,"potato,rice,chicken",starter,64.15,2026-04-15T01:35:25.047064,1,"vegan,vegetarian,dessert",Delicious vegan vegetarian dessert meal with potato rice chicken.
m217,r11,Meal 217,"chicken,fish,egg",drink,52.49,2026-04-15T09:35:25.047097,0,"dessert,lowcal,seafood",Delicious dessert lowcal seafood meal with chicken fish egg.
m218,r68,Meal 218,"beef,egg,garlic",starter,71.36,2026-04-16T11:35:25.047120,0,"lowcal,seafood",Delicious lowcal seafood meal with beef egg garlic.
m219,r33,Meal 219,"cheese,lettuce,rice",dessert,52.66,2026-04-13T21:35:25.047142,0,spicy,Delicious spicy meal with cheese lettuce rice.
m220,r39,Meal 220,"rice,lettuce,bread",drink,189.48,2026-04-14T23:35:25.047165,0,"vegetarian,dessert",Delicious vegetarian dessert meal with rice lettuce bread.
m221,r7,Meal 221,"onion,egg,tomato",drink,190.88,2026-04-16T05:35:25.047186,0,halal,Delicious halal meal with onion egg tomato.
m222,r8,Meal 222,"beef,fish,chicken",starter,184.47,2026-04-15T18:35:25.047208,0,"kidfriendly,lowcal",Delicious kidfriendly lowcal meal with beef fish chicken.
m223,r35,Meal 223,"potato,garlic,rice",drink,100.28,2026-04-15T04:35:25.047231,0,"vegetarian,halal,lowcal",Delicious vegetarian halal lowcal meal with potato garlic rice.
m224,r19,Meal 224,"tomato,potato,lettuce",drink,27.52,2026-04-18T10:35:25.047253,1,"glutenfree,spicy",Delicious glutenfree spicy meal with tomato potato lettuce.
m225,r80,Meal 225,"chicken,fish,cheese",dessert,171.11,2026-04-16T18:35:25.047278,1,"spicy,vegan",Delicious spicy vegan meal with chicken fish cheese.
m226,r45,Meal 226,"rice,potato,onion",dessert,36.15,2026-04-13T22:35:25.047301,0,"halal,seafood,vegan",Delicious halal seafood vegan meal with rice potato onion.
m227,r18,Meal 227,"tomato,onion,potato",dessert,179.11,2026-04-17T20:35:25.047324,0,"glutenfree,seafood,halal",Delicious glutenfree seafood halal meal with tomato onion potato.
m228,r34,Meal 228,"garlic,bread,egg",drink,192.62,2026-04-14T16:35:25.047348,0,"kidfriendly,seafood,vegetarian",Delicious kidfriendly seafood vegetarian meal with garlic bread egg.
m229,r3,Meal 229,"fish,chicken,garlic",starter,94.37,2026-04-17T04:35:25.047371,1,"spicy,vegan,seafood",Delicious spicy vegan seafood meal with fish chicken garlic.
m230,r51,Meal 230,"chicken,garlic,fish",main,83.54,2026-04-17T04:35:25.047396,1,"vegetarian,glutenfree,seafood",Delicious vegetarian glutenfree seafood meal with chicken garlic fish.
m231,r77,Meal 231,"egg,chicken,beef",dessert,188.52,2026-04-16T01:35:25.047424,1,"lowcal,spicy",Delicious lowcal spicy meal with egg chicken beef.
m232,r2,Meal 232,"cheese,garlic,bread",main,166.93,2026-04-14T14:35:25.047447,0,vegan,Delicious vegan meal with cheese garlic bread.
m233,r29,Meal 233,"bread,chicken,cheese",starter,21.28,2026-04-16T05:35:25.047469,1,kidfriendly,Delicious kidfriendly meal with bread chicken cheese.
m234,r15,Meal 234,"rice,potato,tomato",starter,31.76,2026-04-17T02:35:25.047496,0,"glutenfree,kidfriendly",Delicious glutenfree kidfriendly meal with rice potato tomato.
m235,r9,Meal 235,"onion,tomato,potato",dessert,54.53,2026-04-17T11:35:25.047518,0,seafood,Delicious seafood meal with onion tomato potato.
m236,r69,Meal 236,"lettuce,garlic,chicken",dessert,97.86,2026-04-18T03:35:25.047545,1,"seafood,kidfriendly,vegan",Delicious seafood kidfriendly vegan meal with lettuce garlic chicken.
m237,r36,Meal 237,"fish,egg,bread",main,179.08,2026-04-16T08:35:25.047568,0,glutenfree,Delicious glutenfree meal with fish egg bread.
m238,r7,Meal 238,"bread,chicken,lettuce",dessert,34.73,2026-04-14T14:35:25.047590,0,"lowcal,kidfriendly",Delicious lowcal kidfriendly meal with bread chicken lettuce.
m239,r29,Meal 239,"tomato,rice,bread",main,132.68,2026-04-15T05:35:25.047614,0,"lowcal,vegetarian,kidfriendly",Delicious lowcal vegetarian kidfriendly meal with tomato rice bread.
m240,r4,Meal 240,"onion,garlic,bread",dessert,64.49,2026-04-18T01:35:25.047637,1,"lowcal,vegan",Delicious lowcal vegan meal with onion garlic bread.
m241,r31,Meal 241,"potato,tomato,beef",drink,157.54,2026-04-17T17:35:25.047660,1,"vegan,dessert",Delicious vegan dessert meal with potato tomato beef.
m242,r75,Meal 242,"chicken,egg,lettuce",main,160.88,2026-04-15T06:35:25.047692,0,vegetarian,Delicious vegetarian meal with chicken egg lettuce.
m243,r57,Meal 243,"onion,garlic,lettuce",main,141.96,2026-04-13T22:35:25.047715,0,seafood,Delicious seafood meal with onion garlic lettuce.
m244,r38,Meal 244,"onion,lettuce,tomato",main,101.61,2026-04-18T04:35:25.047737,1,"lowcal,vegetarian",Delicious lowcal vegetarian meal with onion lettuce tomato.
m245,r55,Meal 245,"garlic,chicken,fish",dessert,125.81,2026-04-16T08:35:25.047760,0,"vegetarian,dessert,kidfriendly",Delicious vegetarian dessert kidfriendly meal with garlic chicken fish.
m246,r14,Meal 246,"onion,tomato,egg",dessert,83.97,2026-04-14T06:35:25.047783,1,vegetarian,Delicious vegetarian meal with onion tomato egg.
m247,r80,Meal 247,"rice,chicken,garlic",dessert,125.21,2026-04-14T06:35:25.047805,0,"spicy,halal",Delicious spicy halal meal with rice chicken garlic.
m248,r40,Meal 248,"fish,cheese,onion",dessert,86.39,2026-04-15T09:35:25.047829,0,"glutenfree,spicy,vegetarian",Delicious glutenfree spicy vegetarian meal with fish cheese onion.
m249,r67,Meal 249,"potato,egg,chicken",dessert,55.17,2026-04-15T20:35:25.047853,0,"spicy,vegan,vegetarian",Delicious spicy vegan vegetarian meal with potato egg chicken.
m250,r26,Meal 250,"tomato,garlic,fish",drink,127.96,2026-04-17T06:35:25.047885,0,dessert,Delicious dessert meal with tomato garlic fish.
m251,r75,Meal 251,"bread,rice,beef",main,109.27,2026-04-16T00:35:25.047908,0,"dessert,seafood,halal",Delicious dessert seafood halal meal with bread rice beef.
m252,r29,Meal 252,"tomato,egg,fish",dessert,165.31,2026-04-17T12:35:25.047932,1,"halal,kidfriendly,seafood",Delicious halal kidfriendly seafood meal with tomato egg fish.
m253,r27,Meal 253,"bread,chicken,beef",main,119.84,2026-04-15T11:35:25.047955,0,"spicy,vegan",Delicious spicy vegan meal with bread chicken beef.
m254,r38,Meal 254,"chicken,egg,tomato",dessert,51.35,2026-04-14T15:35:25.047977,0,"halal,dessert",Delicious halal dessert meal with chicken egg tomato.
m255,r23,Meal 255,"rice,tomato,chicken",dessert,183.92,2026-04-14T12:35:25.048000,0,"glutenfree,halal",Delicious glutenfree halal meal with rice tomato chicken.
m256,r18,Meal 256,"tomato,cheese,fish",dessert,165.71,2026-04-14T20:35:25.048027,0,"vegetarian,dessert",Delicious vegetarian dessert meal with tomato cheese fish.
m257,r68,Meal 257,"rice,egg,tomato",drink,144.98,2026-04-14T14:35:25.048059,0,"lowcal,vegetarian,vegan",Delicious lowcal vegetarian vegan meal with rice egg tomato.
m258,r77,Meal 258,"onion,egg,tomato",dessert,162.13,2026-04-18T03:35:25.048083,0,"halal,vegan",Delicious halal vegan meal with onion egg tomato.
m259,r32,Meal 259,"rice,potato,onion",drink,57.66,2026-04-18T07:35:25.048106,0,seafood,Delicious seafood meal with rice potato onion.
m260,r61,Meal 260,"lettuce,garlic,potato",drink,113.4,2026-04-15T13:35:25.048130,0,"vegetarian,spicy,seafood",Delicious vegetarian spicy seafood meal with lettuce garlic potato.
m261,r42,Meal 261,"fish,egg,cheese",drink,134.86,2026-04-16T16:35:25.048153,0,"dessert,kidfriendly,glutenfree",Delicious dessert kidfriendly glutenfree meal with fish egg cheese.
m262,r27,Meal 262,"fish,tomato,lettuce",dessert,96.5,2026-04-14T17:35:25.048176,1,halal,Delicious halal meal with fish tomato lettuce.
m263,r74,Meal 263,"cheese,potato,beef",main,73.11,2026-04-14T07:35:25.048198,0,dessert,Delicious dessert meal with cheese potato beef.
m264,r30,Meal 264,"onion,bread,lettuce",drink,97.85,2026-04-15T23:35:25.048221,0,"vegan,kidfriendly,seafood",Delicious vegan kidfriendly seafood meal with onion bread lettuce.
m265,r64,Meal 265,"chicken,rice,fish",dessert,136.16,2026-04-14T19:35:25.048244,0,"seafood,lowcal",Delicious seafood lowcal meal with chicken rice fish.
m266,r11,Meal 266,"cheese,tomato,beef",main,84.84,2026-04-14T05:35:25.048267,0,"glutenfree,vegetarian",Delicious glutenfree vegetarian meal with cheese tomato beef.
m267,r43,Meal 267,"cheese,egg,garlic",starter,199.71,2026-04-14T14:35:25.048290,0,dessert,Delicious dessert meal with cheese egg garlic.
m268,r2,Meal 268,"lettuce,egg,onion",main,104.96,2026-04-17T14:35:25.048318,0,"seafood,dessert",Delicious seafood dessert meal with lettuce egg onion.
m269,r51,Meal 269,"egg,tomato,fish",drink,150.05,2026-04-14T19:35:25.048341,1,halal,Delicious halal meal with egg tomato fish.
m270,r44,Meal 270,"tomato,lettuce,garlic",drink,100.99,2026-04-14T16:35:25.048370,0,dessert,Delicious dessert meal with tomato lettuce garlic.
m271,r48,Meal 271,"cheese,chicken,fish",dessert,81.17,2026-04-17T21:35:25.048393,1,spicy,Delicious spicy meal with cheese chicken fish.
m272,r55,Meal 272,"onion,chicken,egg",main,185.99,2026-04-17T18:35:25.048419,0,"lowcal,seafood,spicy",Delicious lowcal seafood spicy meal with onion chicken egg.
m273,r43,Meal 273,"lettuce,beef,potato",starter,105.46,2026-04-15T15:35:25.048444,0,"lowcal,glutenfree,vegetarian",Delicious lowcal glutenfree vegetarian meal with lettuce beef potato.
m274,r73,Meal 274,"rice,beef,potato",main,168.77,2026-04-14T12:35:25.048466,1,"seafood,vegetarian",Delicious seafood vegetarian meal with rice beef potato.
m275,r4,Meal 275,"beef,lettuce,cheese",starter,72.4,2026-04-14T16:35:25.048492,0,halal,Delicious halal meal with beef lettuce cheese.
m276,r59,Meal 276,"potato,chicken,rice",drink,90.4,2026-04-15T07:35:25.048515,0,dessert,Delicious dessert meal with potato chicken rice.
m277,r17,Meal 277,"beef,lettuce,tomato",starter,75.76,2026-04-14T06:35:25.048538,1,"lowcal,kidfriendly,dessert",Delicious lowcal kidfriendly dessert meal with beef lettuce tomato.
m278,r21,Meal 278,"egg,garlic,fish",starter,21.34,2026-04-15T01:35:25.048561,0,"seafood,halal,glutenfree",Delicious seafood halal glutenfree meal with egg garlic fish.
m279,r58,Meal 279,"onion,tomato,potato",drink,102.84,2026-04-15T08:35:25.048584,0,lowcal,Delicious lowcal meal with onion tomato potato.
m280,r12,Meal 280,"egg,cheese,lettuce",starter,94.71,2026-04-16T20:35:25.048607,0,"kidfriendly,dessert",Delicious kidfriendly dessert meal with egg cheese lettuce.
m281,r80,Meal 281,"garlic,rice,onion",drink,145.76,2026-04-14T02:35:25.048631,0,"lowcal,kidfriendly,halal",Delicious lowcal kidfriendly halal meal with garlic rice onion.
m282,r31,Meal 282,"garlic,potato,cheese",main,145.65,2026-04-17T03:35:25.048657,0,seafood,Delicious seafood meal with garlic potato cheese.
m283,r64,Meal 283,"bread,beef,garlic",dessert,93.82,2026-04-16T06:35:25.048680,0,"glutenfree,vegetarian",Delicious glutenfree vegetarian meal with bread beef garlic.
m284,r33,Meal 284,"chicken,fish,egg",drink,88.61,2026-04-13T23:35:25.048702,1,glutenfree,Delicious glutenfree meal with chicken fish egg.
m285,r25,Meal 285,"cheese,beef,rice",drink,107.26,2026-04-15T07:35:25.048729,0,"vegan,glutenfree",Delicious vegan glutenfree meal with cheese beef rice.
m286,r11,Meal 286,"fish,cheese,rice",main,129.26,2026-04-14T11:35:25.048772,0,"halal,kidfriendly,vegetarian",Delicious halal kidfriendly vegetarian meal with fish cheese rice.
m287,r38,Meal 287,"egg,lettuce,rice",main,141.93,2026-04-13T23:35:25.048797,0,glutenfree,Delicious glutenfree meal with egg lettuce rice.
m288,r57,Meal 288,"egg,chicken,potato",drink,145.41,2026-04-14T17:35:25.048820,0,"spicy,halal",Delicious spicy halal meal with egg chicken potato.
m289,r50,Meal 289,"onion,chicken,garlic",drink,158.08,2026-04-17T16:35:25.048844,0,"seafood,kidfriendly,vegan",Delicious seafood kidfriendly vegan meal with onion chicken garlic.
m290,r48,Meal 290,"beef,chicken,lettuce",main,80.68,2026-04-13T17:35:25.048865,0,halal,Delicious halal meal with beef chicken lettuce.
m291,r9,Meal 291,"garlic,rice,egg",drink,112.25,2026-04-13T19:35:25.048888,0,vegetarian,Delicious vegetarian meal with garlic rice egg.
m292,r42,Meal 292,"lettuce,egg,beef",starter,39.06,2026-04-14T19:35:25.048911,0,"halal,glutenfree,seafood",Delicious halal glutenfree seafood meal with lettuce egg beef.
m293,r23,Meal 293,"garlic,bread,chicken",starter,102.58,2026-04-15T15:35:25.048933,0,lowcal,Delicious lowcal meal with garlic bread chicken.
m294,r36,Meal 294,"tomato,lettuce,cheese",drink,196.96,2026-04-17T16:35:25.048955,0,"dessert,vegan,kidfriendly",Delicious dessert vegan kidfriendly meal with tomato lettuce cheese.
m295,r69,Meal 295,"onion,bread,lettuce",starter,79.77,2026-04-17T04:35:25.048983,0,"spicy,seafood,vegan",Delicious spicy seafood vegan meal with onion bread lettuce.
m296,r62,Meal 296,"chicken,onion,garlic",drink,111.98,2026-04-15T23:35:25.049003,0,dessert,Delicious dessert meal with chicken onion garlic.
m297,r65,Meal 297,"onion,beef,cheese",drink,156.3,2026-04-14T20:35:25.049026,0,"vegan,halal,glutenfree",Delicious vegan halal glutenfree meal with onion beef cheese.
m298,r8,Meal 298,"fish,cheese,tomato",drink,56.79,2026-04-14T09:35:25.049046,0,dessert,Delicious dessert meal with fish cheese tomato.
m299,r31,Meal 299,"cheese,bread,chicken",drink,136.65,2026-04-16T08:35:25.049068,0,"kidfriendly,dessert,vegetarian",Delicious kidfriendly dessert vegetarian meal with cheese bread chicken.
m300,r4,Meal 300,"bread,tomato,garlic",main,183.19,2026-04-16T11:35:25.049089,0,dessert,Delicious dessert meal with bread tomato garlic.
m301,r29,Meal 301,"fish,garlic,chicken",drink,32.6,2026-04-13T22:35:25.049128,0,"lowcal,dessert,vegetarian",Delicious lowcal dessert vegetarian meal with fish garlic chicken.
m302,r7,Meal 302,"beef,rice,onion",starter,62.54,2026-04-16T12:35:25.049151,0,"spicy,halal,vegetarian",Delicious spicy halal vegetarian meal with beef rice onion.
m303,r55,Meal 303,"egg,tomato,garlic",starter,129.05,2026-04-15T20:35:25.049173,0,"kidfriendly,seafood,vegetarian",Delicious kidfriendly seafood vegetarian meal with egg tomato garlic.
m304,r37,Meal 304,"fish,beef,bread",drink,50.2,2026-04-15T16:35:25.049195,1,"kidfriendly,halal,spicy",Delicious kidfriendly halal spicy meal with fish beef bread.
m305,r55,Meal 305,"fish,chicken,lettuce",main,156.59,2026-04-15T20:35:25.049217,0,"lowcal,spicy,glutenfree",Delicious lowcal spicy glutenfree meal with fish chicken lettuce.
m306,r77,Meal 306,"lettuce,fish,cheese",dessert,87.53,2026-04-16T00:35:25.049243,1,"spicy,glutenfree,kidfriendly",Delicious spicy glutenfree kidfriendly meal with lettuce fish cheese.
m307,r10,Meal 307,"tomato,rice,egg",main,175.1,2026-04-13T14:35:25.049265,0,"spicy,kidfriendly",Delicious spicy kidfriendly meal with tomato rice egg.
m308,r63,Meal 308,"egg,bread,lettuce",dessert,135.39,2026-04-16T04:35:25.049287,0,"lowcal,glutenfree",Delicious lowcal glutenfree meal with egg bread lettuce.
m309,r53,Meal 309,"lettuce,onion,rice",drink,192.28,2026-04-14T14:35:25.049308,0,vegetarian,Delicious vegetarian meal with lettuce onion rice.
m310,r66,Meal 310,"chicken,garlic,lettuce",drink,152.42,2026-04-18T12:35:25.049333,0,"kidfriendly,dessert,glutenfree",Delicious kidfriendly dessert glutenfree meal with chicken garlic lettuce.
m311,r62,Meal 311,"garlic,egg,chicken",starter,67.04,2026-04-17T07:35:25.049355,1,dessert,Delicious dessert meal with garlic egg chicken.
m312,r19,Meal 312,"chicken,beef,garlic",drink,91.58,2026-04-17T00:35:25.049378,0,"halal,spicy",Delicious halal spicy meal with chicken beef garlic.
m313,r67,Meal 313,"rice,lettuce,cheese",dessert,110.12,2026-04-17T06:35:25.049400,1,lowcal,Delicious lowcal meal with rice lettuce cheese.
m314,r76,Meal 314,"beef,garlic,onion",dessert,166.56,2026-04-17T17:35:25.049425,0,"lowcal,vegetarian",Delicious lowcal vegetarian meal with beef garlic onion.
m315,r27,Meal 315,"rice,fish,chicken",main,159.27,2026-04-14T02:35:25.049446,1,"lowcal,seafood,vegan",Delicious lowcal seafood vegan meal with rice fish chicken.
m316,r68,Meal 316,"rice,egg,bread",starter,55.64,2026-04-14T13:35:25.049466,0,"seafood,lowcal",Delicious seafood lowcal meal with rice egg bread.
m317,r65,Meal 317,"onion,tomato,rice",main,154.98,2026-04-14T15:35:25.049486,0,kidfriendly,Delicious kidfriendly meal with onion tomato rice.
m318,r34,Meal 318,"garlic,rice,beef",main,87.99,2026-04-15T03:35:25.049508,0,"kidfriendly,vegetarian",Delicious kidfriendly vegetarian meal with garlic rice beef.
m319,r9,Meal 319,"fish,egg,beef",main,67.89,2026-04-13T15:35:25.049529,0,"vegan,halal",Delicious vegan halal meal with fish egg beef.
m320,r75,Meal 320,"tomato,potato,chicken",dessert,187.78,2026-04-15T14:35:25.049549,1,vegetarian,Delicious vegetarian meal with tomato potato chicken.
m321,r44,Meal 321,"garlic,bread,egg",starter,189.38,2026-04-17T22:35:25.049571,1,"lowcal,dessert,spicy",Delicious lowcal dessert spicy meal with garlic bread egg.
m322,r49,Meal 322,"bread,beef,chicken",drink,150.54,2026-04-16T00:35:25.049592,0,"vegan,dessert,lowcal",Delicious vegan dessert lowcal meal with bread beef chicken.
m323,r4,Meal 323,"tomato,bread,fish",drink,112.68,2026-04-16T21:35:25.049614,0,"vegetarian,seafood,dessert",Delicious vegetarian seafood dessert meal with tomato bread fish.
m324,r1,Meal 324,"bread,chicken,egg",drink,62.04,2026-04-17T04:35:25.049641,1,"dessert,vegan,glutenfree",Delicious dessert vegan glutenfree meal with bread chicken egg.
m325,r52,Meal 325,"fish,garlic,beef",drink,72.9,2026-04-17T11:35:25.049664,0,"vegetarian,dessert,halal",Delicious vegetarian dessert halal meal with fish garlic beef.
m326,r19,Meal 326,"fish,beef,cheese",drink,50.25,2026-04-18T00:35:25.049687,1,"glutenfree,vegan,vegetarian",Delicious glutenfree vegan vegetarian meal with fish beef cheese.
m327,r15,Meal 327,"tomato,egg,rice",main,38.98,2026-04-17T14:35:25.049709,0,"glutenfree,halal",Delicious glutenfree halal meal with tomato egg rice.
m328,r21,Meal 328,"tomato,cheese,fish",main,139.79,2026-04-18T08:35:25.049742,1,"lowcal,seafood",Delicious lowcal seafood meal with tomato cheese fish.
m329,r12,Meal 329,"onion,beef,bread",drink,137.71,2026-04-15T14:35:25.049782,1,"dessert,halal,seafood",Delicious dessert halal seafood meal with onion beef bread.
m330,r30,Meal 330,"beef,cheese,egg",main,81.24,2026-04-14T04:35:25.049805,0,seafood,Delicious seafood meal with beef cheese egg.
m331,r15,Meal 331,"bread,lettuce,onion",main,75.94,2026-04-17T12:35:25.049828,0,"dessert,spicy,lowcal",Delicious dessert spicy lowcal meal with bread lettuce onion.
m332,r50,Meal 332,"garlic,rice,potato",starter,39.19,2026-04-17T02:35:25.049851,0,"dessert,glutenfree",Delicious dessert glutenfree meal with garlic rice potato.
m333,r69,Meal 333,"cheese,tomato,fish",drink,46.54,2026-04-17T05:35:25.049874,0,"dessert,spicy",Delicious dessert spicy meal with cheese tomato fish.
m334,r19,Meal 334,"potato,beef,cheese",drink,133.59,2026-04-18T02:35:25.049897,0,"vegan,dessert,spicy",Delicious vegan dessert spicy meal with potato beef cheese.
m335,r64,Meal 335,"bread,rice,tomato",starter,146.07,2026-04-18T02:35:25.049920,0,"lowcal,vegan",Delicious lowcal vegan meal with bread rice tomato.
m336,r23,Meal 336,"garlic,rice,chicken",drink,80.73,2026-04-16T12:35:25.049942,1,"lowcal,seafood",Delicious lowcal seafood meal with garlic rice chicken.
m337,r45,Meal 337,"potato,cheese,garlic",starter,146.2,2026-04-17T07:35:25.049964,1,"lowcal,vegetarian",Delicious lowcal vegetarian meal with potato cheese garlic.
